task,side,instr,lang,measure,model,value
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score,GPT-3.5,0.083
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score,GPT-4,0.097
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score,Gemini Pro,0.108
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score,Mistral-7B,0.074
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score,BaiChuan2-13B,0.006
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score,GhatGLM4,0.098
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score,Claude3 Sonnet,0.1
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,Qwen1.5-7B,0.005
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,Qwen1.5-14B,0.138
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,Qwen1.5-72B,0.332
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,LLaMa2-7B,0
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,LLaMa2-13B,0
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,LLaMa2-70B,0
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,DeVops-7B,0.182
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,DeVops-14B,0.316
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,InternLM2-7B,0.205
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,InternLM2-20B,0.342
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,AquilaChat-7B,0.2
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,GPT-3.5,0.284
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,GPT-4,0.546
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,Gemini Pro,0.473
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,Mistral-7B,0.532
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,BaiChuan2-13B,0.276
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,GhatGLM4,0.359
Log Anomaly Detection,SC Q&A,few-shot,Chinese,accuracy,Claude3 Sonnet,0.458
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,Qwen1.5-7B,0.005
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,Qwen1.5-14B,0.235
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,Qwen1.5-72B,0.498
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,LLaMa2-7B,0
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,LLaMa2-13B,0
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,LLaMa2-70B,0
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,DeVops-7B,0.076
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,DeVops-14B,0.136
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,InternLM2-7B,0.014
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,InternLM2-20B,0.046
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,AquilaChat-7B,0.037
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,GPT-3.5,0.088
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,GPT-4,0.136
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,Gemini Pro,0.143
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,Mistral-7B,0.088
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,BaiChuan2-13B,0
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,GhatGLM4,0.1
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score,Claude3 Sonnet,0.081
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,Qwen1.5-7B,0.097
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,Qwen1.5-14B,0.03
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,Qwen1.5-72B,0.277
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,LLaMa2-7B,0.001
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,LLaMa2-13B,0
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,LLaMa2-70B,0.019
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,DeVops-7B,0.211
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,DeVops-14B,0.29
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,InternLM2-7B,0.388
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,InternLM2-20B,0.35
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,AquilaChat-7B,0.191
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,GPT-3.5,0.347
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,GPT-4,0.543
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,Gemini Pro,0.27
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,Mistral-7B,0.472
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,BaiChuan2-13B,0.328
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,GhatGLM4,0.33
Log Anomaly Detection,SC Q&A,few-shot,English,accuracy,Claude3 Sonnet,0.15
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,Qwen1.5-7B,0.048
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,Qwen1.5-14B,0.03
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,Qwen1.5-72B,0.163
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,LLaMa2-7B,0
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,LLaMa2-13B,0
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,LLaMa2-70B,0.003
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,DeVops-7B,0.013
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,DeVops-14B,0.06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,InternLM2-7B,0.03
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,InternLM2-20B,0.018
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,AquilaChat-7B,0.001
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,GPT-3.5,0.082
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,GPT-4,0.135
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,Gemini Pro,0.13
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,Mistral-7B,0.017
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,BaiChuan2-13B,0.004
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,GhatGLM4,0.096
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score,Claude3 Sonnet,0.064
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,Qwen1.5-7B,0.38
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,Qwen1.5-14B,0.363
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,Qwen1.5-72B,0.32
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,LLaMa2-7B,0.057
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,LLaMa2-13B,0.04
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,LLaMa2-70B,0.078
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,DeVops-7B,0.326
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,DeVops-14B,0.352
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,InternLM2-7B,0.477
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,InternLM2-20B,0.423
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,AquilaChat-7B,0.237
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,GPT-3.5,0.431
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,GPT-4,0.241
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,Gemini Pro,0.365
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,Mistral-7B,0.387
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,BaiChuan2-13B,0.072
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,GhatGLM4,0.342
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,accuracy,Claude3 Sonnet,0.288
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,Qwen1.5-7B,0.323
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,Qwen1.5-14B,0.357
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,Qwen1.5-72B,0.292
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,LLaMa2-7B,0.102
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,LLaMa2-13B,0.066
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,LLaMa2-70B,0.125
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,DeVops-7B,0.403
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,DeVops-14B,0.423
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,InternLM2-7B,0.553
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,InternLM2-20B,0.507
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,AquilaChat-7B,0.292
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,GPT-3.5,0.48
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,GPT-4,0.213
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,Gemini Pro,0.333
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,Mistral-7B,0.425
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,BaiChuan2-13B,0.072
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,GhatGLM4,0.367
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score,Claude3 Sonnet,0.287
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,Qwen1.5-7B,0.348
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,Qwen1.5-14B,0.225
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,Qwen1.5-72B,0.235
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,LLaMa2-7B,0.368
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,LLaMa2-13B,0.381
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,LLaMa2-70B,0.232
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,DeVops-7B,0.251
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,DeVops-14B,0.281
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,InternLM2-7B,0.198
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,InternLM2-20B,0.334
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,AquilaChat-7B,0.273
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,GPT-3.5,0.28
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,GPT-4,0.408
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,Gemini Pro,0.32
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,Mistral-7B,0.253
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,BaiChuan2-13B,0.063
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,GhatGLM4,0.417
Log Fault Diagnosis,SC Q&A,zero-shot,English,accuracy,Claude3 Sonnet,0.441
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,Qwen1.5-7B,0.339
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,Qwen1.5-14B,0.2
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,Qwen1.5-72B,0.221
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,LLaMa2-7B,0.417
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,LLaMa2-13B,0.436
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,LLaMa2-70B,0.288
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,DeVops-7B,0.345
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,DeVops-14B,0.346
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,InternLM2-7B,0.277
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,InternLM2-20B,0.412
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,AquilaChat-7B,0.327
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,GPT-3.5,0.323
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,GPT-4,0.43
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,Gemini Pro,0.3
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,Mistral-7B,0.287
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,BaiChuan2-13B,0.045
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,GhatGLM4,0.449
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score,Claude3 Sonnet,0.421
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,Qwen1.5-7B,0.591
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,Qwen1.5-14B,0.421
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,Qwen1.5-72B,0.868
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,LLaMa2-7B,0.002
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,LLaMa2-13B,0.006
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,LLaMa2-70B,0.075
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,DeVops-7B,0.433
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,DeVops-14B,0.461
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,InternLM2-7B,0.567
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,InternLM2-20B,0.667
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,AquilaChat-7B,0.013
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,GPT-3.5,0.89
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,GPT-4,0.887
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,Gemini Pro,0.503
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,Mistral-7B,0.682
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,BaiChuan2-13B,0.023
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,GhatGLM4,0.687
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,accuracy,Claude3 Sonnet,0.538
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,Qwen1.5-7B,0.672
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,Qwen1.5-14B,0.534
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,Qwen1.5-72B,0.917
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,LLaMa2-7B,0.003
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,LLaMa2-13B,0.011
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,LLaMa2-70B,0.136
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,DeVops-7B,0.617
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,DeVops-14B,0.776
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,InternLM2-7B,0.762
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,InternLM2-20B,0.761
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,AquilaChat-7B,0.026
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,GPT-3.5,0.936
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,GPT-4,0.93
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,Gemini Pro,0.61
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,Mistral-7B,0.508
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,BaiChuan2-13B,0.031
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,GhatGLM4,0.788
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score,Claude3 Sonnet,0.367
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,Qwen1.5-7B,0.445
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,Qwen1.5-14B,0.572
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,Qwen1.5-72B,0.799
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,LLaMa2-7B,0.052
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,LLaMa2-13B,0.104
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,LLaMa2-70B,0.516
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,DeVops-7B,0.58
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,DeVops-14B,0.652
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,InternLM2-7B,0.522
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,InternLM2-20B,0.571
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,AquilaChat-7B,0.225
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,GPT-3.5,0.915
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,GPT-4,0.931
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,Gemini Pro,0.593
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,Mistral-7B,0.609
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,BaiChuan2-13B,0.029
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,GhatGLM4,0.781
Log Fault Diagnosis,SC Q&A,few-shot,English,accuracy,Claude3 Sonnet,0.798
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,Qwen1.5-7B,0.425
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,Qwen1.5-14B,0.688
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,Qwen1.5-72B,0.861
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,LLaMa2-7B,0.092
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,LLaMa2-13B,0.175
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,LLaMa2-70B,0.639
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,DeVops-7B,0.629
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,DeVops-14B,0.733
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,InternLM2-7B,0.636
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,InternLM2-20B,0.669
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,AquilaChat-7B,0.291
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,GPT-3.5,0.954
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,GPT-4,0.957
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,Gemini Pro,0.695
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,Mistral-7B,0.496
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,BaiChuan2-13B,0.05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,GhatGLM4,0.836
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score,Claude3 Sonnet,0.697
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,Qwen1.5-7B,1.57E-05
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,Qwen1.5-14B,0
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,Qwen1.5-72B,0
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,LLaMa2-7B,2.80E-06
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,LLaMa2-13B,1.47E-06
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,LLaMa2-70B,3.66E-06
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,DeVops-7B,3.36E-07
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,DeVops-14B,2.68E-06
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,InternLM2-7B,1.42E-05
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,InternLM2-20B,1.02E-05
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,AquilaChat-7B,8.70E-06
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,GPT-3.5,1.74E-07
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,GPT-4,3.66E-08
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,Gemini Pro,2.86E-06
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,Mistral-7B,7.51E-05
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,BaiChuan2-13B,0.00E+00
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,GhatGLM4,2.43E-07
Log Anomaly Detection,SC Q&A,zero-shot,Chinese,F1-score Variance,Claude3 Sonnet,3.48E-10
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,Qwen1.5-7B,5.50E-06
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,Qwen1.5-14B,5.70E-06
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,Qwen1.5-72B,5.30E-06
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,LLaMa2-7B,4.31E-04
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,LLaMa2-13B,1.53E-06
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,LLaMa2-70B,4.06E-05
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,DeVops-7B,1.56E-06
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,DeVops-14B,7.32E-06
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,InternLM2-7B,1.12E-05
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,InternLM2-20B,8.29E-06
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,AquilaChat-7B,3.16E-05
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,GPT-3.5,2.74E-06
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,GPT-4,2.19E-07
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,Gemini Pro,5.83E-07
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,Mistral-7B,4.04E-05
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,BaiChuan2-13B,2.94E-11
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,GhatGLM4,2.59E-07
Log Anomaly Detection,SC Q&A,zero-shot,English,F1-score Variance,Claude3 Sonnet,1.57E-09
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,Qwen1.5-7B,9.70E-06
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,Qwen1.5-14B,2.00E-07
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,Qwen1.5-72B,1.08E-05
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,LLaMa2-7B,0.00E+00
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,LLaMa2-13B,0.00E+00
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,LLaMa2-70B,0.00E+00
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,DeVops-7B,3.70E-06
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,DeVops-14B,2.43E-06
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,InternLM2-7B,2.15E-08
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,InternLM2-20B,1.14E-05
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,AquilaChat-7B,1.44E-05
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,GPT-3.5,1.04E-06
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,GPT-4,1.27E-07
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,Gemini Pro,4.21E-06
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,Mistral-7B,2.81E-07
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,BaiChuan2-13B,0.00E+00
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,GhatGLM4,1.33E-08
Log Anomaly Detection,SC Q&A,few-shot,Chinese,F1-score Variance,Claude3 Sonnet,1.38E-06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,Qwen1.5-7B,8.30E-06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,Qwen1.5-14B,5.20E-06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,Qwen1.5-72B,1.83E-05
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,LLaMa2-7B,0.00E+00
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,LLaMa2-13B,0.00E+00
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,LLaMa2-70B,2.92E-06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,DeVops-7B,2.09E-07
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,DeVops-14B,7.40E-06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,InternLM2-7B,1.54E-06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,InternLM2-20B,6.56E-08
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,AquilaChat-7B,1.69E-06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,GPT-3.5,1.72E-04
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,GPT-4,7.98E-07
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,Gemini Pro,2.37E-06
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,Mistral-7B,1.07E-07
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,BaiChuan2-13B,1.15E-07
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,GhatGLM4,1.47E-07
Log Anomaly Detection,SC Q&A,few-shot,English,F1-score Variance,Claude3 Sonnet,1.33E-07
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,Qwen1.5-7B,9.70E-06
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,Qwen1.5-14B,1.53E-05
